Class,clean_text
1,داعش تنظيم صادق وصريح يعبر الإسلام السياسي بكل وضوحبدون قناع الخداع والتقية بنكيران البغدادي والغنوشي الظواهري ومرسي هوالجولاني
1,داعش لايسبي الا اعلام العهر تعليقك يرضاها اهل بيته
1,داعش والقاعدة وجهين لعملة واحده صناعة امريكية صهيونية بتمويل وتسليح سعودي
1,داعش يخرج قوم آخر الزمان أحداث الأسنان سفهاء الأحلامصدق رسول اله صلى اله وسلم
1,داعش يقوده اعضاء حزب البعث العراقي الاسد يقود حزب البعث العلوي فلايوجد فرق كبير البعثين
1,داعشي عفن مرحاض التاريخ
1,دائما منساقين توجه صارخ لبلد البث
1,دة قاضى ده ابنى فى الابتدائية بيقراء احسن منة اله ينتقم منة
1,دجلون جزيرة
1,دخل أعراب الخليج قرية أفسدوها قناة الجزيرة تحولت قناة إعلامية محترمة قناة مفسدة الأرضيا لزمن الرداءة الخنوعة الميوعة كانت أحسن القنوات العربية فأصبحت أشرها
1,دخلت القوات الأمريكية العراق إيران او بلدانكم أعراب السعودية والكويت وقاعدة قطر
1,دخول بلد بهدف الجوء طريقة شرعية وهي الشرطة حفظ الأمن نقدم الاعذار أتمنى يسقط احدهم والدتك وهي تحمل طفلك تستوعب الموضوع
1,دسى التعليقات جزيرة ورائك حكام العرب اليهود حكام المستعمرون ومهما اندستم ستسقطون وتهزمون بالثورة مكان بارضنا العربية ابدا
1,دعم الخليج الإنقلاب المصري الدموي بالمليارات هاهو يذوق مرارت فعل قتل تعذيب سجن بالشعب المصري الأعزل
1,دعم السيسي اخي السعودية دستورها القرأن والامارات والبحرين الاسلاميتين تزوروا التاريخ الغرب يتدخل جديا بالاشهر الاولى لانقلاب
1,دعواتك النا وانت معتكف بالمرقص ياشيخ
1,دعواتكم الطائفية البغيظة ولن تسلم بلدك السعودية وتحملوا وزر التكفير وتفجير الابرياء الوطن العربي
1,دعوه دعوات الشيخ جبريل اصابتك فكان اخر منعته الامامه المساجد الهم ارنا الظالمين ايه
1,دفاعا نظام السيسي العسكري الا تكم انظمة الخليج ايضا الافواه تقطع الالسن عصر السماوات المفتوحة تكميم نظام السبسي لافواه جائت بتوصية السعودية الامارات مقابل الدولارات
1,دقائق فقط ستسمع كلمة ثورة جنسية وجنس وإباحية مرات ركز معانا ابني
1,دقوا كويس مكن الاردن تكون الدول الاغنى العالم دولة الاردن التخلف والشحادين والمرتزقة والجياع
1,دكتور أيمن تعب نفسك الناس يفهمون نوع الإخراج شيء حياتهم إتجاه إسهال فكري قضى تبقى عندهم أصول العقل وأزاح البصيرة قلوبهم
1,دكتور دكتاتور بدون شك غلط الإسم مريض نفسي واله اله يشفيك حال
1,دكتور فيصل الافضل ان تستضيف علوي مسيحي يدافع عنهم اكبد تجد احد منهم
1,دكرك دكرك
1,دكرني بالرئساءالعرب يدري ربما اصل عربي
1,دلالات ايه ان الحاكم الفعلى لمغرب المخز وملكهم وتحتهم مقدرات واقتصاد واموال شعبنا المغربى بينما نعش خط الفقر
1,دلالات زيارةعميل السعوديةعلىاليمن
1,دلالاته بسيطه جدا يلعب بالنار يحرق أسابيعه تلاعبة دويلات الخليج بأمن العراق وهاهم اليوم يحرقون أصابعهم بضاعتهم ردت اليهم
1,دلالاته تريدون التحر سنفجركم وسنتحر الصهاينة
1,دمرتم مصر الحضارة والتاريخ جنرال فاشل
1,ده الى يقدر جيش نوال وعواطف يقتل الاخوان واهالى سيناء العزل الأبرياء ومش قادر مواجهة مسلح ولاية سيناء جتكم خيبة اكتر الى انتوا حولتوا البلد لنار ودمار
1,ده عب مغفل
1,ده علي أساس ان امريكا دخلت العراق كانت بتحافظ علي المدنين مش ابار البترول فعلا كاريكاتير أهبل زي الي نشره
1,ده مخبر حارة اليهود منعود علي الخوف زمان متخفي بالنظارة السوداء وعدم الظهور الاماكن العامةفهو يؤدي مهمة ارضاء لطنط اسرائيل يهمه مصر مخبئه السري
1,ده نعتبره تهديد جزيرة إنشرى جزيرة
1,دوام الحال المحال قريبا يأتي اليوم يعتقل السجان الاكبر سفاح الانقلاب وسوف ينطبق ماكتبت يديه محاكمته بتهمه الخيانه العظمي
1,دور القطبين الضلال وخلافتهم المريضة قامت مسجد بمقبرة ملحقة وملالي إيران المشركين والربيع العربي الدنيوي تدمير وتمزيق أمة محمد صلى اله وآله وسلم وتحريف دعوته
1,دور عميل صهيونى
1,دورة الامة العربية والاسلامية يجري اولى القبلتين سيادة الملك ام ان نساء واطفال فلسطين حلال ذبحهم وحرقهم مدار عام مضت
1,دول الاستعمار تسمى وبعدما فصلوارضا مغربية امها وكون الاستعمار لموريتانين دولة
1,دول الخليج العربي عدوها الاول الشيعا اما داعش لابن المدل ه صراحه لهذا تنشر
1,دول العربي لنتكن الحريات دمقرتي ان طغاط صلطان وشعوب عبيد لهو
1,دول المغرب العربي تعرف الدين الاسلامى لايريدونه
1,دول تدار كالظيعات وفعلا ظيعات الاستعمار وحكامهم وجيوشهم
1,دولة الأتراك وجمهورية الموز والكفتة
1,دولة الجهل والاغتصاب والقتل والدمار
1,دولة الخلافة أعيدي مجدا أضعناه فليس سواها ينصر المظلوم زمن الرويبضة شهدناه ويا رب عجل بخلافة خليفتها أوردغان ولاتها أحمد ومحمدوإسماعيل وسلمان أمثالهم
1,دولة الخلافة الاسلامية لاتسكت ضيم وكما قال العدناني حفظه اله لتضربن المفخات ديالى الى بيروت وقال وصدق وغدا ترون العجيبا
1,دولة الخلافة الاسلامية نور لمن اهتدى ونار اعتدى
1,دولة الخون الموة دولة التخلف الأنحطاة
1,دولة الزور التزوير أمن قومي شحاة دولة الفساد الزور
1,دولة الشيعية
1,دولة عربية تقدر تقف بوجه ايران ودولة متخلفة اخ
1,دولتكم المزعومة عصابة خوارج سيخزيهم اله ينصر عباده الصادقين سيلقي مزبلة التاريخ تذكر الا يذكر التار الحرورية ان اله يصلح عمل المفسدين
1,دوله ترا است معاداه الاسلام علنا فلهذا الدوله منصوره لان اولها حرب اله الرسول سلم لهود الماسون العالمن
1,دويلة إسرائيل تضرب إيران تجرأ الدويلة هجوم إيران لأن بداية الهجوم نهاية الكيان الصهيوني القيط المنطقة والعاقل تكفيه الإشارة
1,دى الكاتبة المقال شكلها مش عايشة فى عالمنا نازية الدرجة الاولى
1,دى حقيقه مايدن يودان واله يمهل يهمل
1,ديانة قريش الوثنية لاتزال قائمة بالقرن الواحد والعشرين
1,دين الاخوان المسلمين الى حرقوا كنيسة فى يوم
1,ذلك قاله الغربيون ومعهم حق تخفيه جزيرة وستحاسبون امام اله
1,ذعر خليجي ومصطلحات فضفاضة أولا أستاذ فهمي مقالك تضخيم ومغالطة وثانيا عليكم كتاب عرب الابتعاد الفلك الإيراني وترجعون لمحيطكم العربي بعدها يمكن نتقل لأنظمة
1,ذكرني كلب اليهود مرة نفخوكم المجاهدين بسنجار يلا هتنسلخو مرة عاشرة ه
1,ذميون ياجاهل لقد أصبحت الأمة بفضلك أمثالك أمثال الدنيئ كلها ذمية ذمة
1,ذوات المخالب والانياب المفترسات أرحم وأكثر تحضرا مليشيات الحشد الشعبي الشيعي
1,ذئاب يازملة وين شاطح قال ذئاب قال طب ذئب بعرفش يعمل عملية متكاملة وينسحب زي الابطال لازم تكون انتحارية دخلك بتعرفوا تعملو عملية انتحارية تحقوا فهيا نتائج
1,رابعه يعنى اخوان واخوان يعنى قطر وقطر واخوان يعنى ارهاب كفايه حقد مصر عموما مسيركم تستنجدوا بيها
1,راجل اعمل كاريكاتير تسخر أمير قطر راجل انشر التغليق
1,راحت عليكم يالحاشيه امامكم سنوات عجاف
1,راه يدبز اريدادخل بالتفاصيل خدام المخزن المعفن وملكهم ويعرفه شعبنا المغربى ورانى وجدى
1,رايت الكاتب بالصدفة قناة تسمى السعودية فوجدته اكثر سعودية السعودين اكثر عداء ليمنين السعودين اكثر عاصفة العاصفة
1,رأيت جارك حلق لحيته فهيأ لحيتك النقع شعبي إسباني
1,رايتم حقيقةداعش يكن البغدادى يهوذى ومصور جون مايكن وكذلك افصحوا اليهوذ المتقنعون بالمجاهدين بالقاعدة وهم يهوذ
1,رايك بالحشد الشيعي بتاعك فهم شله الصوص وقاطعي طرق ويطردون الاطفال والنساء بيوتهم بنظرك حمامات سلام واله ان داعش قليله عليهم ويستحقون مئه داعش
1,رأيناهم يسوقون حصانا يتمسحون يولولون حوله انه حصان الحسين رضي اله عنه ابيه بهذا يكون اطول المخلوقات عمرا اذ يمت صاحبه
1,رب تنتقم السيسي وكل الكلاب الي معاه ومعهم برهامي الطرطور شيطان حزب الزور
1,رب حر الاحواز الشيعة القتلة
1,رب لينخفض النفط الذى جاعل اقران
1,رب يولى عليكم انتم مسلمين
1,ربحت الذل الهوان التسول الى مجموعة البدو الرحل الخليج
1,ربما بنشر تعليقي انا مصدوم بحجم الفانتازيا الموجود المقال وسردها انها حقائق احد يدافع الاجرام الدفاع العقول واجب
1,ربما تخدث نفسك طائفتك تقدمون نسائكم لزوار الايرانين سبي الفصل عنك بعيد
1,ربما رسول ملالي إيران وبوتين وهذا يعني دجال والقباني خادم دجال وله ربما ذنبا بشار الدجال بنفسه
1,ربما مكافأه لفرنسا الرسوم المسيئه لرسول صلى اله وسلم
1,ربما يثني إسلام الإمارات
1,ربنا يبارك فيك يادكتور ايمن والنبى لنكيد قناة الضلال الجزيرةوالدويلة المولة لارهاب طبعا معروفة اول اسم قطرائيل
1,ربنا يبارك فيك ياسيسى يازعيم مصر ومنجد مصر شوية كلاب ضالة اخوان الشيطان ربنا يجحمهم
1,ربنا يحشرك معهم برفقة بشارون وبوتين وكل العمائم الداعمة والمؤيدة وكل المحرضين الشعب السوري
1,ربنا يرحمك دنيا اخرة ويختم بصرك بالعمى اختم قلبك وبصيرتك
1,ربنا يرحمك يأم الدنيالحرب الأهلية بدأت واله أصفق لأبناء العم دمروا الجيش السوري والعراقي واليبي المصري قريبا بدون خسارة جنديتهنئتي ياأبناء العم إنتصرتم
1,ربنا يعجل بخلاص السيسي ويريحنا رب
1,ربنا ينتقم السيسي فوضة ايدة
1,ربنا ينصرك مصر المحروسة اعدائك إسرائيل قطر
1,ربي يفجعك باهلك ويشل اطفالك ويمد بعمرك وانت ذليل ليزيد عذابك كلب السيسي
1,رت تكتب جمله مفيده كتب عبط راجع معلوماتك الكتابه
1,رجاء خائن اقسم الوفاء فخان كادب حديثه مقتل لشعبه
1,رجاءا المانيا يجب احتجاز الاردوغان
1,رجال جائو ليكون الدين كله له لنصرة الاسلام المسلمين فاجتمعت ام الكفر الردة حربهم نسال اله النصر ان يلحقنا مفتونين رب
1,رجالا كنتم تعدهم الأشرار
1,رجل
1,رجل إمرأة ملخوم الطريقة الغربية الفاسدة الغبية
1,رجل عصبي متشنج عنيف مجرمظهر عصبيته وعنفه الجزيره صور متفرقهذا يروح مصحه لعلاج
1,رجل قل مثيله خسارة الشعب التونسي القاصر النظر لحقيقة اعمته ابواق الاعلام
1,رحم اله المسلمين الفنانين يجلبوا لمصر الا الخراب والدمار السينما المصرية أقوي غزو فكري استطاع أعداء اله التغلغل الي بيوت المسلمين وتدميرها
1,رخص هاشم آل السقافاليمن ولن تكون سويسراوالموت اقرب لانسان حبل الوريد وستواجهين دماء اهلك يوم الديانوسيكون خصيمك النبي سيدهيسألك الموده القربىفلانامت اعين الجبناء
1,ردة أبا بكر
1,رسم سيء جدا مستفز ماصرت افهم قناه الخنزيره والعاملين
1,رسول اله محمد صلى اله وسلم نكح طفلة عمرها سنين الخمسين لماذا العجب يفعله الباكستانيون يعتبرون الرسول محمد صلى اله وسلم خير خلقهم
1,رضا بقتل المسلمن فهو هود سواء ان خطب المسجد الحرام ام
1,رضعنا الكراهية الصغر
1,رغم أختلافى الجولانى بسب انشقاقه الخط الجهادى الرامى لقيام دولة الخلافة والتى قامت بفضل اله يد الشيخ البغدادى أتفق معه بزوال الشيعة عقيدة ومنهج فى بلاد العرب
1,رغم الاهانة وصل الرز شكرا لقطر عزة النفس
1,رغم ان القذافي دكتور ولاكنه أدب هولا البشر وحكمهم لمدة وأربعون عاماء وعرف يتصرف معهم بطريقته الخاصة رأي الشخصي يحتاجون الي قذافي
1,رغم انف امك اليهوديه ستبقى مصر اسلاميه عربيه
1,رغم انوفكم يدعمكم ايها القابعين اروقة الخنزيرة سوريا تنتصر بقائدها وجيشها وشعبها كنتم الشريك الاول سفك الدم السوري وتشريد شعبه وتدمير بلده جايكم يوم الانتقام سفلة
1,رغم تحريضاتكم وحليفتكم إسرائيل ضد إيران فقد تم الاتفاق وباعتكم أمريكا وقل موتوا بغيضكم
1,رفع دعم الطاقة بالسعودية نصحكم الشرفاء الناس الدعاة الربانين الصالحين أشكروا نعمة اله تكفلروها بدعم انقلاب لائيكي صهيوني رجل مسلم لكنكم تحبون الناصحين
1,رقم ليش محروق البك لبنان لبنان بلد متخلف ليك مين عم يحكي اردني متطور لبنان جامعات مستشفيات ومثقفين انتو كنتو بعدكن بالشوادر روح اغسل وجهك بالبحر
1,روافض مجوس صحوات ملحدين نصاري علمانين طائرات دبابات صواريخ تدليس كذب وتضليل وجيوش ورغم باقية وتمد باذن رب العرش العظيم
1,روح إلعب غيرها كردى فليس نطق بآيات اله ولبس عبائة اسلامية مسلم فالاسلام بالقلب والافعال وليس بالسان والباس
1,روح العبد وتدعى انا احرار
1,روح امشي امشي رايت صورته قلت ياليته ذهبامشي امشي
1,روح خاين عميل نذل والى يتبعك ولعملاء السعودية والحوثين اظهرو انهم اكبر وطنية منكم عملاء خونة
1,روح شوفلك بسه العلب معها احسنلك لانه كله دعايات فاشله وحقيره ضد الدوله الاسلامية نصدقها ابداباقيه وتمد بإذن اله
1,روح لعنة اله اعطاك الكلمة بالجزيرة
1,روح ياشيخ دول خير جرزان وبهائم الارض لاأجنادها
1,روحوا بلطوا البحرالقائد باقي
1,روسيا تريد منا الاكراد ان نخدم مشروعها العنصري المنطقه وتريدنا ان نصبح جاش بشار لذلك ندعو حكومه كردستان بمقاطعه المشروع الروسي يريد توريط كردستان بمشاريع روسيا
1,روسيا تقصف سوريا بالتنسيق واشنطن والتحالف العربي يقصف المدن السورية واليمنية بالتنسيق واشنطن وامريكا وحلفائها العرب يوهمونا بانهم قلقون المدنين
1,روسيا تنتهك قوانين الحرب روسيا ترتكب جراءم روسيا قتل مسلمين قتل المسلمين جريمة قوانين مجلس الامن نصرك اله امير المؤمنين ابراهيم عواد
1,روسيا ستقضي علي ارهابين الدين صنعتهم امريكا ودول الخليج الجزيرة مجرد اداة صهيونية تزيف حقائق لكسب رأي عام ضد التدخل الروسي الدي يضرب مصالح امريكافيقوا عرب اوان مضي لندم الان
1,روسيا عدوها الا يسمح امريكيا غربيا وروسيا هى الدولار اى فلوسها امريكا
1,روسيا كذابه حقيرة هى وايران الحقودة اسال اله ان يفجر فيكم النوى الخاص بلادكم ويمحيكم الوجود وايران القذرة تفلح فقد اخبرنا الرسول ان بلاد كسرى غارت فى داهية ولن تعود فاهبطوا يامخربين
1,رولا رولا انا افتح حساب توتر يقفلونه اغير اسمي برضوا يقفلونه ه توتر يخاف مني
1,رؤوس الشياطين الإمارات وبختمها بوذا واله اعلم يوجد معصية الارض الا موجودة الدويلة المسخ الهم دمرهم كقوم ثمود وعاد وقوم لوط
1,ريت خرجت الدولة العثمانية حينئد لتدك العملاء الخونة اتوا بالمستعمرين ومازالوا منصبين منهم ليوم خدامهم وكل يحدث لشعوبنا العربية منهم
1,ريحتكم طلعت
1,رئيس وزراء فرنسا يقول بلاده حالة حرب الدولة الأسلامية غزوة باريس وماذا تسمي طائراتكم تقصف بلادنا سنوات وقتل آلاف المسلمين المعتوه حالة حرب حالة حب
1,زار مسجد زايد وقرأ الفاتحة والسيسي اليهودي وعباس البهائي يوه استشار غرابا أورده المزابل والخرائب والجيف
1,زبالة كندا مكانك الطبيعي مجمع القمامةماذا تنتظر
1,زبـلاوي بن زبـلاوي أصول زبلاويةانت زبلاوي سبق الأصرارلغتك زبلاوية وافكارك زبل بزبلوتركيبتك زبل زبلمت زبلا
1,زجاجة ملوءة نفط اشعلوها احرقوا الموءسات الإسرائيلية احرقوهم
1,زغردي انشراح مرسي خد إعدام مبارك تمام السيسي قلوا لعدل نام عاوزين نام زغرودة مصرية فيفي الأم المثالية يحيا العدل
1,زمار كردستانية قناة الجزيرة اداريا تابعة لقضاء تلعفر والقضاء قانونيا تابع لحكومة المركزية بغداد معلومة لمن لايعرف ناحية زمار كلها توجد قرى كردية فقط اجمالي قرية
1,زمان عنك ايها الجامي المحترق
1,زمانا هاذا يوجد اسدان اسد حيواني ياءكل لحم الحيوانات واسد بشري ياكل لحم البسر
1,زيارة العميل الخائن ليمن
1,زيارة الملك سلمان لروسيا يبدو ان الروس سباق لتدخل عسكريا سوريا ربما لانهم سمعوا عاصفة حزم سوريا قريبا سباق محموم لتدمير وسوريا قلب التاريخ الى خارج التاريخ
1,زيارة حفتر لمصر زيارة مهزوم الى مهزوم زيارة هالك الى هالك حفتر مسكين هيئ قشك فر الى السعودية انه ملك يظلم عنده خائن عميل
1,زيارة ولي ولي العهد السعودي كانت تريد تدخل الروس الروس قالوا كلمة القذافي الشهيرة طز
1,زيدو أعطونا معلومات السلاح يقتل أخوك حسبى اله ونعم الوكيل الزمان
1,ساعات النشر دقائق حشر وعيد المراكز المفرقعات دعوات فتونة وحواري نقط تفتيش بسيناء طور سينين حسبي اله ونعم الوكيل
1,ساعات وباذن رب العرش العظيم والخالدية تحر رجس الروافض والزحف مستمر والتطهير يتوقف باقية وتمد باذن اله
1,سامير المخزنية وليست المغربية فكل اقتصاد واموال شعبنا المغربى الملك وحاشية لتأمين لابناك
1,ساهموا تجنين السنة اسرائيل قناة الجزيرة حكام الخليج علماء الحقد اغراءات الغرب
1,سباهي انتم تأكلون الخازوق الاكبر وهوه قيد التحضيره
1,سب الغلق القانة فتح الأجواء الجزائية إعطاء التسريح لجيش الفرنسي لظرب إخوانا دولة المالي خيانة له لشعب الوطن فهو حكام العار السب نقد بوتفليقة
1,سب النكسة قابلني سي مورو مازلتو ترجعو لحكم
1,سبه الدين الإسلامي
1,سبيت الجيش السعودي يظهر تعليقي لاني ارسل تحيه وتقدير لجيش السعودي مايظهر
1,سبيل امن اسرائيل
1,ستبقون مستحمرون وسيموت الملاين الجوع بلادكم بسبك وبسب امثالك
1,ستحرك الأنظمة العربية ليبيا اذا فابشروا شعب ليبيا بمزيد الدمار
1,سترك ثورتنا دينا الحنيف السفهاء العملاء الصعاليك مؤسات شرعية
1,ستجليهم ثورتناهذه الميليشيات المساومة الصهيونية كالكلاب ارضنا امين رب العالمين ولواجب وحق وشرع
1,ستحاربون بينكم بطائرات الامريكان
1,ستحاكم السعودية بجرائمها ليمن ورغم انفك جزيرة ولوعد الثورة حسبتم راسكم بلطحة
1,ستروا الخليج اهل الخنوع لعملاء الامريكيون ومصيركم احتلال ايران حتىانكم تعون ان الاعداء اجتمعواعليكم وباسلحتكم وجيوشكم واموالكم
1,ستصبح جامعه الدول المتخلفه العربيه جامعه الدول الاجئه
1,ستطيح أزمة الاجئين فهذا الفيكتور يصلح رئيسا لوزراء الغجر وليس المجر
1,ستظل الحكومات العربية بمعزل هجرات الموت صحيح أنه العار ناشد دول أوروبا تفتح أبوابها لاجئين الهاربين بلادنا المنكوبة بينما أبواب العرب مغلقة
1,ستقتنعون بالبحث خروج المستنع القبر تحفروه يتسع وستجعلوه يبتلعكم جميعافقط اعطونا افكار بالصورة ليمن المستقبل القريبهل تنظرون الى الامام
1,ستندم داعش تحرشها بتركيافهم مشطوا العراق شبرا شبرا اخرجوا الجني رؤوس الكردسيقطعونهم الارض والباقي طعام نهار وليله لاسد
1,ستنفقون اموالكم وتهزمون امين رب العالمين كونوا حلف ضد الاسد الصهيونى انتم جادون وينتصر الشعب السورى غيركم اما ادا دخلت قوات عربية او اجنبية ناكلها بالارض
1,سجن اليهود اهون سجون مصر مصر حكم السيسي اعدام
1,سحبت المليارات لسد العجز حاجات الشعب السعودي لسد العجز حاجات الأمراء
1,سحل مشلة الغاز باطلاق قذائف غازه دبره
1,سحيح سحيح لسه ياما مسرين
1,سخر الغسكر عقودا سفه الخديوي حقل اقتاح القناه ودرسونا كتب التاريخ
1,سخفاء مجرمين تاريخ يذكرهم التاريخ لسخف انجازتهم
1,سرطان الامة الاستعمار وحكامه حكم المسلمين سرطان اى امة وشعب نقضى قضى علىا لامة
1,سرقة الربيع العربي الوهابية والاخوان حاول استبدال الانظمة الدكتوترية بانظمة اكثر دكتاتورية وطائفية لذلك نرى فشلهم سوريا ومصر وتدميرهم ليبيا
1,سعادة السفير سمحتم وتعاونتم وبقوة وبما أتاكم اله قوة ومال لتسليم العراق لأيران سعادة السفير تخبط رغم أني ضد شيئ يأتي إيران
1,سعوديون يفجرون مساجد السعودية وفي اليمن وفي العراق وفي سوريا وفي الكويت والاسواق والمستشفيات ويدعمون داعش بالمال والجند والسلاح نزال نقول إيران خطر المنطقة
1,سعيد سب وشتم الجزائرين وإستشفاء بغل وحقد أمة بأكملها العشر الأواخر الهم إنك عفو تحب العفو فاعفوا عنا
1,سفاح قاتل خائنلا شك انك فكرت اني اقصد الاسد او بوتين او السيسي تنكر
1,سفلة لعنهم اله
1,سقط اسرائيلىفلما يذهب قادة حماس لطعن جنود الاحتلال الاسرائيلى
1,سقوط صنعاء اهلها وانتم مالكم والسعودية
1,سقوط نظام الاسد الصهيونى هوسقوط لاسرائيلويعلمه الابراهيمىفى الحقيقة يدافعون عنها بداية سقوط الانظمة العربية المسيسة الخائنةالعميلة ومنهم الابراهيمى وسيسقوطون باذن اله عزوجل
1,سكارى مرة أخرى جنرالات المخدرات جنرالات السينما جنرالات الأزهر لديهم علاقة جيدة ايني وهل تعرف لماذا سأقول سر ترتبط ايني الايطالية المافيا
1,سكت هده المهزلة المصرية فهو عميل صهيوني متنكر ارخص الخسيسي ستكشفه الا يام
1,سلام اله عليكم مغربي ولم أرملة يعطى شئ يستفدن بالتهميش والنهب طرف المسؤولين قال بنكيران حبر ورق
1,سلحوالشعب السورى عندكم خصائل الرجال وتعلمون ان لايران تحتل اوتهزم
1,سلط رياح قوية بلد النبي بالضبط مكة يعني انا اله غاضب بلد منبع الاسلام ياله سامحنا ضعفنا فما باليد حيلة زمن انعدمت الغيرة حال الامة
1,سلطتم علينا قطعان ذئابكم الهمجية وتهمون يدفع نفسه شرها أنه ذئب منفرد أيتها الوحوش البشرية
1,سلفيةالسى اى اى والموساد وهؤلاء باعوالدولةالعثمانيةلاستعمالار
1,سلميتنا أقوى الرصاص
1,سمح اله تركت خدمة الحرمين لايران لتحولت لفوضى تشبه ضاحية بيروت الجنوبية تخيل فتوى تسمح بالطواف الدراجات النارية وهتافات حس استغفر اله
1,سمح لنفسه ان يقتل شعبه بابشع الطرق سفاح مجرم ذاهب الى مزابل التاريخ وسيسمح لنفسه الخيانة بكل سهولة لانه كالغرقان يتعلق بقشة
1,سمعتم سمن كلبك يأكلك معرفة معاني الكلمات عمليا أفضل شفاهة
1,سمعنا ان مرسي يريد توطين الفلسطينين سيناء فكيف يبني مصانع
1,سمعنا حكم اله جزاء كفرهم مساواة وهل تعلم الدولة أبادة وأذلتهم رغم أنها عفت ومنت غيرهم لأنهم اعتدوا فتاة أسلمت فرجموها فنحن نلعب والدور القادم النصيرية
1,سنة ابشع الانتهاكات وبدعم خليجيمصري كامل يصحو الا وقع الجرائم اليمن يروا الا اقل القليل الى الان
1,سنة عبودية ميراث العبيد سنة عبودية قادمة دشنها السيسي عصابته الي إتعود علي الكرباج بيشتاق الجدع جدع الجبان جبان
1,سنة والتآمر فلسطين والقدس وين كانوا أجدادك كنت تاكلو وتخ وتنك مش منتظرين جعجعتك عزل يلزمهم سلاح إرسلهم بدل مظرطتك
1,سنرجع الربا وفرق العملة لبكة ولبرزاني لأن أوردغان يأكل الحرام
1,سنرسل الى السيسي جنود الدولة الاسلامية
1,سنرقص فرحا عندما تقصف إسرائيل إيران بالغازات السامة والكيماوي ولكلور وسنوزع الحلوى بالشوارع عندما تطلق إسرائيل قنابلها النوية قم وطهران
1,سنسحقهم بن عمومتهم الهود بد واحدة بإذن اله اله الصابرين
1,سنطنطنطن الاذاعه المحليه مش تعرف تكتب عربي اول فهيم خيبر وحضرتك وين بلا زغره هندي قرديوالا جماعه طبلوا والا ربع وجه العنز
1,سنفجر نشاء واينما نريد فموتوا بغيظكم ايها الكلاب
1,سنقتلع جذرةذلك حزب ايران واسرائيل
1,سنقعد مرابطين الأقصى يأتيكم عباد اله يتبرون علوتم احفاد القردة والخنازير تبيرا
1,سهم ذهبي يتكلم الزنادقة السعوديون يتبعهم تدمرون الشعب اليمني باسم الحوثين كأنهم جاؤوا كوكب خر عاقل يتقبل كلامكم
1,سؤال بسيط فضلكم ابه أصركم استقبال الضيوف التحف بتوع السيسي هى ناقصه قرف
1,سؤال جرئ انتم مشايخ ام مشاخ
1,سؤال سكان دويلة قطر أصلهم عرب إزاى إنتوا الهنود أه نسيت الهنود بيقوموا بالواجب
1,سؤالي لمصرين مات فيكم الرجولة والنخوة اتحدوا وهبوا اجل النصر والكرامة
1,سوريا الي سوريان
1,سورية هى مزرعة ال بشار الصهاينة اليمن مزرعة صالح الطالح وكما هى مزرعة ال سعود والسيسى والسبسى وعسكر فرنسا بالجزائر وحكم المخزن بالمغرب وجائت الثورة وانا لمحاربون وحق وشرع
1,سوي اجتمع بوتين الأمير السعودي مدينة شركسية مسلمة مغتصبة الروس تماما اغتصبت حيفا ويافا اليهود
1,سي بشير اكمل لعبك العسكر فالبدلة الوجهين مرغوب فيهنا
1,سي عبلفتاح تحليل رائع بروعة اكبر قناة الكواكب الشمسية
1,سيأتي دوركم الفنانون واحدا تلو الآخرهادم الذات سيأخذكم اصبروا قليلا
1,سيادة تكلمون بالصوص تقصدونبأي دولة تعيشون يريد يرى الحقيقة فعليه يزيل قنوات الإباحة شاشته وإلا يرى ولن يمجد يدعم ملذاته حساب أعراضه
1,سياسةعسكر مصر الشعب جوع كلبك يتبعك
1,سياسي بامتياز خرج دائرة السيسي وكلابه وتلاه القاضي النابح يمليه الانقلابيون
1,سيبح صوتهن وهن يصرخن معتصماه ولن يلبي ندائهن الصمت فما أنجبت بطيحتنا قرون أشباه الرجال وبائعي الأسمنت
1,سيحارب الثوار وجها لهذا الحلف الصهيوصفوى اسرائيلىامريكى روسى والعملاء اليهوذ حكما الدول العربية وهذا مصير الشعوب العربية السورين
1,سيحمي رب العالمين جيشا قتل الأطفال وهتك أعراض النساء انها محسومة يمهل يهمل
1,سيحيا ذليلا طريدجرائمه واستبشرو خيرا فلم يت حكمالعسكرلى شعب قرنيل حريته منحكم العسكر
1,سيخرجون انسحاب تكتيكي او يدعسون اقدام الجيش العربي والمقاومه
1,سيخسر المعركة الأعراب وأسواقهم وبورصاتهم يكفي صاروخ إيراني لتدمير الاقتصاد الأعرابي
1,سيد بشوش بإذن اله تلغي أباطرة البلديات وفراعنة الحكومات المحلية صنع قرارات الخراب بالمريخ وتخص إتلاف المكونات الرقمية لمطرقة حداد بشوش بإذن اله
1,سيد ليون مقابل المسودة رائحة الامارات والمال الفاسد
1,سيدنا عمر بن الخطاب اعزنا اله بالإسلام وعمر وهم سيدهم السيسي اتبعه اله يستحقوا
1,سيذكر التاريخ ايران الصفوية تعاملت المسلمين بمنتهى الانتهازية الطائفية وقتلت منهم اضعاف اضعاف قتلت اسرائيل لكنها غمة وتزول وتعلم الاجيال القادمة ان امان لحاقدين المنافقين
1,سيس الهجه المصريه تعني ألإنحطاط اما تكرارها زياده الياء فهو لتأكيد الجزم
1,سيسقط وباذن اله وسقطوا وبالثورة
